input_idx,image_label,raw_mean,raw_median,raw_std,raw_min,raw_max,raw_count,norm_mean,norm_median,norm_std,norm_min,norm_max,norm_count
13,NN20,0.658891053338136,0.6724367812275887,0.09073876997219851,0.49891215562820435,0.8023826442658901,42,0.6744968685365859,0.6883634328842163,0.09288790759556328,0.5107288956642151,0.8213871344923973,42
14,NN21,1.025684941116543,1.039576143026352,0.06504304235967076,0.8753474652767181,1.1193232834339142,42,1.0628392323851585,1.0772335529327393,0.06739914417413528,0.907055925577879,1.1598694920539856,42
15,NN40,1.004714983293698,1.0028327219188213,0.04203619359705603,0.927806306630373,1.0985655039548874,42,1.0523510504336584,1.050379529595375,0.04402924383683586,0.971795991063118,1.1506512463092804,42
16,NN41,0.7513246832947645,0.6665962506085634,0.28591940671899246,0.3114072382450104,1.302442878484726,42,0.7741363070727814,0.6868353746831417,0.2946004626004686,0.3208621144294739,1.3419875502586365,42
17,NN42,1.1250080789350683,1.1733283400535583,0.11200564129744621,0.8567755129188299,1.2708871960639954,42,1.1803411079592825,1.2310379892587662,0.11751458384231123,0.8989156461320817,1.33339524269104,42
18,NN43,1.0027949429959768,1.0156997740268707,0.07164901753105637,0.8121183589100838,1.0891787111759186,42,1.0344126111872138,1.0477243140339851,0.07390806976669306,0.8377240896224976,1.1235200315713882,42
19,NN44,0.47274655289947987,0.469776026904583,0.09199647287579737,0.30908823013305664,0.6767439702525735,42,0.5225925021583125,0.5193087607622147,0.1016964901377322,0.34167805314064026,0.7480992008931935,42
20,NN46,0.31642053076246246,0.3384598926641047,0.11530309253679256,0.10379132104571909,0.5458250865340233,42,11.829609230892467,12.653567343950272,4.310689137514797,3.8803131822496653,20.40606516599655,42
21,NN60,0.7101475812849545,0.6798527613282204,0.11179386215386664,0.5720148384571075,0.9539997279644012,42,0.7707182339259556,0.7378395050764084,0.12132909659902306,0.6208038032054901,1.0353693068027496,42
22,NN61,0.28503260427775484,0.2500279415398836,0.08817200476197683,0.18230924382805824,0.5285586565732956,42,8.3066033759997,7.286475419998169,2.569565156011029,5.312974154949188,15.403594970703125,42
23,NN62,0.6341375752928711,0.6772926151752472,0.22569532106005727,0.22952766716480255,0.9791438281536102,42,7.317920382533755,7.815927028656006,2.6045143407063804,2.648739457130432,11.299278259277344,42
24,OE00,0.6771233892511754,0.6559435874223709,0.1969795707147453,0.3591838777065277,1.0276533514261246,42,0.7122610373688596,0.6899821683764458,0.2072013384066244,0.3778228163719177,1.080980896949768,42
25,OE01,0.6167011126166299,0.6553711891174316,0.07997799678857032,0.45133286714553833,0.719227746129036,42,0.6336646019702866,0.6733984127640724,0.08217794695422836,0.46374762058258057,0.7390115261077881,42
26,OE02,1.191127699755487,1.199728175997734,0.037508392345523944,1.11769700050354,1.2513695061206818,42,1.234474904125645,1.243388369679451,0.038873390627380794,1.1583719998598099,1.2969090938568115,42
27,OE42,0.5931803718918846,0.5636799708008766,0.061557423000122985,0.5424727946519852,0.7876678109169006,42,6.053763711736316,5.75269427895546,0.6282307043781937,5.536261796951294,8.038625240325928,42
28,PL00,0.8746108411855641,0.8391656088642776,0.1375363082939534,0.630071297287941,1.1381110548973083,42,0.8901232190629733,0.8540493554901332,0.1399756908690626,0.641246423125267,1.1582969725131989,42
29,PL01,0.47235227482659475,0.4849063605070114,0.07271152488439912,0.3292415738105774,0.6087572127580643,42,0.5007206889845076,0.514028787612915,0.0770784241692369,0.34901511669158936,0.6453178524971008,42
30,PL02,0.7184538700939378,0.728322661947459,0.1729283498091269,0.42659759521484375,1.0180445313453674,42,0.7692389010751087,0.7798052080906928,0.18515205750502067,0.45675234496593475,1.0900066196918488,42
31,PL04,0.4869082752127378,0.5049359388649464,0.0402809155806769,0.386698036454618,0.5314311124384403,42,8.421318294036956,8.733115702867508,0.6966782722485547,6.688133075833321,9.191361904144287,42
32,PL40,-0.09644965605721587,-0.11515893787145615,0.138523756957709,-0.39186370000243187,0.12280458211898804,42,-0.1019505797220128,-0.12172692269086838,0.14642433342928807,-0.41421331837773323,0.12980861961841583,42
33,PL41,0.7580545340620336,0.7903402671217918,0.07009074737878503,0.5623395293951035,0.8266262412071228,42,3.989369200808661,4.159277588129044,0.36886251378911905,2.9593909978866577,4.350237786769867,42
34,PL42,0.18343271244139897,0.16634675487875938,0.050738957584915916,0.13075412809848785,0.3353797644376755,42,1.732204591234525,1.5708573460578918,0.47914166686951903,1.2347464859485626,3.167081594467163,42
35,PL43,0.7572602510696188,0.7544341795146465,0.061029943755907055,0.6437558382749557,0.8919617459177971,42,0.7937127127023857,0.7907506823539734,0.06396776237574033,0.6747444868087769,0.9348983112722635,42
36,PL44,0.2793064974248409,0.27270274609327316,0.06519827820078496,0.1715395599603653,0.42036065831780434,42,5.341493295771735,5.2152023911476135,1.246860228280077,3.280544638633728,8.039031267166138,42
37,PL46,0.11888285369301836,0.11998000927269459,0.018122744931896227,0.06848271656781435,0.14421997219324112,42,1.4108213416877247,1.4238416850566864,0.2150684948630075,0.8127065896987915,1.711505115032196,42
38,PL48,0.07870409457523021,0.052709016017615795,0.05827299725347038,0.03219143487513065,0.2399921454489231,42,0.9668010317254812,0.6474774852395058,0.7158254443969887,0.3954395204782486,2.9480631351470947,42
39,PL62,0.613178072585946,0.6102413684129715,0.02892869319198123,0.5574577748775482,0.6787968724966049,42,0.660498790088154,0.6573354601860046,0.031161188760138066,0.6004783809185028,0.7311815321445465,42
40,RC00,1.0218998955651408,1.0514647364616394,0.08356866900152045,0.7933302707970142,1.1141670644283295,42,1.075018029438243,1.106119617819786,0.0879125524487885,0.8345674443989992,1.1720811128616333,42
41,RC01,1.2043463114116872,1.2087371349334717,0.06728564754762205,1.0450670644640923,1.3615319430828094,42,1.2535562577346961,1.2581264972686768,0.07003495122928569,1.0877687111496925,1.417164534330368,42
42,RC02,1.4583992347830819,1.4595548212528229,0.03593397816407356,1.3723544478416443,1.5195916891098022,42,1.5328085465090615,1.534023106098175,0.037767359907901664,1.4423737525939941,1.597123146057129,42
43,RC20,1.1571758687496185,1.1685991436243057,0.08031197449731603,0.9501950740814209,1.2970960140228271,42,1.2318083147207897,1.2439683079719543,0.0854917405598367,1.0114780962467194,1.3807527422904968,42
44,RC21,0.4551575034856796,0.47385604679584503,0.0809335439860477,0.22752028703689575,0.5672482401132584,42,0.47619626245328356,0.49575909972190857,0.08467452498059175,0.23803699016571045,0.593468189239502,42
45,RC41,1.4755730827649434,1.4765945672988892,0.0505970171858325,1.3570001125335693,1.5646106600761414,42,1.5623538267044794,1.5634353458881378,0.05357272967362437,1.4368073344230652,1.6566279530525208,42
46,RC42,1.1125664505220594,1.1076980531215668,0.03979986548415551,1.0420659631490707,1.1979317963123322,42,1.1838839671441488,1.178703486919403,0.0423511016126443,1.1088643223047256,1.2747214138507843,42
47,RC61,0.4027467111036891,0.4134918227791786,0.1180917912674676,0.166661836206913,0.5972629189491272,42,0.44531862455464544,0.4571995288133621,0.13057455880366425,0.18427862226963043,0.6603959798812866,42
48,TU00,0.9929563224847827,1.0515502244234085,0.18243934941001247,0.5454889014363289,1.2161889672279358,42,1.0924792701289767,1.156945988535881,0.2007250365460927,0.6001626811921597,1.3380862474441528,42
49,TU01,0.6407079905094135,0.624865610152483,0.05352837089705984,0.5387874394655228,0.7676239665597677,42,0.6864354016614103,0.6694623306393623,0.057348703619091126,0.5772407501935959,0.8224094156175852,42
50,TU02,1.542612463235855,1.5436105728149414,0.0410767445495134,1.407362461090088,1.6290060877799988,42,1.6786230348405384,1.6797091662883759,0.044698472994361145,1.5314481854438782,1.7726338505744934,42
51,TU03,0.9977017697833833,1.0113265365362167,0.061234064956839605,0.8856127560138702,1.0973346829414368,42,1.120636302445616,1.1359398812055588,0.06877918975429108,0.9947359263896942,1.2325458526611328,42
52,TU05,0.5868894904533157,0.5648895339109004,0.06795499175107735,0.4342166951391846,0.7262805663049221,42,9.111569343910864,8.770015988498926,1.0550138402333813,6.741294879466295,11.275641679763794,42
53,TU41,0.3120688146459759,0.2647814373485744,0.22008935584438594,0.06202726997435093,0.7948113977909088,42,0.32782528236358693,0.27815035125240684,0.23120174049429057,0.06515904888510704,0.8349417299032211,42
54,YE01,0.9129955811492566,0.8930584527552128,0.11796281055335668,0.7138541638851166,1.0980657041072845,42,0.946486098048765,0.9258176125586033,0.12228993354153177,0.7400397509336472,1.1383450329303741,42
55,YE02,0.6114321606499808,0.6035805102437735,0.08098073838143946,0.48053358867764473,0.743403322994709,42,14.579366238344283,14.392146915197372,1.9309547840644434,11.458139181137085,17.726168036460876,42
56,YE03,1.1920508802646683,1.1878688037395477,0.15619951443834276,0.9755570814013481,1.4514339566230774,42,1.2614120321259612,1.2569865733385086,0.1652881955481936,1.032321184873581,1.5358877182006836,42
57,YE40,1.4537127713362377,1.464744657278061,0.04737728943693,1.3343358039855957,1.553282082080841,42,1.5100494105191458,1.521508812904358,0.04921334077930853,1.3860460817813873,1.6134774088859558,42
58,YE41,0.8627470694121994,0.8596828475128859,0.042254550060333795,0.779743991792202,0.9344118162989616,42,0.9024181013172936,0.8992130131227896,0.04419751214094549,0.8155983090400696,0.9773781150579453,42
59,YE42,0.19372524906482017,0.19063660129904747,0.020905736542846876,0.16814741492271423,0.25451281666755676,42,1.4909879522664207,1.4672165215015411,0.16089901558629666,1.2941305935382843,1.9588335752487183,42
